time,date,hour,precip [mm/day],02GA041 [m3/s],02GA-19 [m3/s],02GA-17 [m3/s],16018409002 [m3/s],02GA-13 [m3/s],02GA022 [m3/s],16018406702&02GA014 [m3/s],02GA027 [m3/s],02GA001 [m3/s],02GA016 [m3/s],02GA016 (observed) [m3/s],02GA016 (res. inflow) [m3/s]
3069,2021-05-28,00:00.0,1.2057,0,0,0,0,0,0,0,0,0,0,5.07,0
3070,2021-05-29,00:00.0,8.43989,0,0,0,0,0,0,0,0,0,0,5.05,0
3071,2021-05-30,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.44,0
3072,2021-05-31,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.11,0
3073,2021-06-01,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.43,0
3074,2021-06-02,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.58,0
3075,2021-06-03,00:00.0,9.64558,0,0,0,0,0,0,0,0,0,0,4.59,0
3076,2021-06-04,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.76,0
3077,2021-06-05,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.08,0
3078,2021-06-06,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.08,0
3079,2021-06-07,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.22,0
3080,2021-06-08,00:00.0,26.7263,0.0727977,0.157157,0.210526,0.309662,0.374344,0.561768,0.572419,0.634944,0.643049,0,5.28,0.659294
3081,2021-06-09,00:00.0,3.81804,0.0727977,0.157157,0.210526,0.309662,0.374344,0.561768,0.57242,0.634944,0.643049,0,5.29,0.659295
3082,2021-06-10,00:00.0,0,0,0,0,0,0,2.69E-07,2.69E-07,2.69E-07,2.69E-07,0,4.66,2.69E-07
3083,2021-06-11,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.36,0
3084,2021-06-12,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.35,0
3085,2021-06-13,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.35,0
3086,2021-06-14,00:00.0,3.61709,0,0,0,0,0,0,0,0,0,0,4.72,0
3087,2021-06-15,00:00.0,2.0095,0,0,0,0,0,0,0,0,0,0,4.92,0
3088,2021-06-16,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.91,0
3089,2021-06-17,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.2,0
3090,2021-06-18,00:00.0,0.602849,0,0,0,0,0,0,0,0,0,0,5.36,0
3091,2021-06-19,00:00.0,4.01899,0,0,0,0,0,0,0,0,0,0,5.39,0
3092,2021-06-20,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
3093,2021-06-21,00:00.0,5.82754,0,0,0,0,0,0,0,0,0,0,5.02,0
3094,2021-06-22,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,4.77,0
3095,2021-06-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.77,0
3096,2021-06-24,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.77,0
3097,2021-06-25,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.79,0
3098,2021-06-26,00:00.0,44.4099,0.394647,1.02453,1.19289,1.78516,2.19113,3.42268,3.4935,3.92284,3.99178,0,4.59,4.09651
3099,2021-06-27,00:00.0,0.803799,0.435687,1.0911,1.30175,1.93913,2.37361,3.68386,3.7585,4.20755,4.27809,0,4.52,4.39599
3100,2021-06-28,00:00.0,1.00475,0.0410399,0.0665658,0.108855,0.153967,0.182479,0.261187,0.265004,0.284713,0.286312,0,3.78,0.302577
3101,2021-06-29,00:00.0,0.20095,0,0,0,0,0,7.41E-06,7.41E-06,7.41E-06,7.41E-06,0,3.66,0.00310451
3102,2021-06-30,00:00.0,2.4114,0,0,0,0,0,0,0,0,0,0,3.64,0
3103,2021-07-01,00:00.0,0.602849,0,0,0,0,0,0,0,0,0,0,3.48,0
3104,2021-07-02,00:00.0,1.00475,0,0,0,0,0,0,0,0,0,0,3.44,0
3105,2021-07-03,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.42,0
3106,2021-07-04,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.42,0
3107,2021-07-05,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.41,0
3108,2021-07-06,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.4,0
3109,2021-07-07,00:00.0,10.8513,0,0,0,0,0,0,0,0,0,0,3.39,0
3110,2021-07-08,00:00.0,4.21994,0,0,0,0,0,0,0,0,0,0,3.39,0
3111,2021-07-09,00:00.0,5.82754,0,0,0,0,0,0,0,0,0,0,3.38,0
3112,2021-07-10,00:00.0,0.401899,0,0,0,0,0,0,0,0,0,0,3.35,0
3113,2021-07-11,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.32,0
3114,2021-07-12,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.3,0
3115,2021-07-13,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.28,0
3116,2021-07-14,00:00.0,6.32992,0,0,0,0,0,0,0,0,0,0,3.5,0
3117,2021-07-15,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.74,0
3118,2021-07-16,00:00.0,3.21519,0,0,0,0,0,0,0,0,0,0,3.74,0
3119,2021-07-17,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,3.65,0
3120,2021-07-18,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.58,0
3121,2021-07-19,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.71,0
3122,2021-07-20,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.89,0
3123,2021-07-21,00:00.0,12.4589,0,0,0,0,0,0,0,0,0,0,4.01,0
3124,2021-07-22,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.2,0
3125,2021-07-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.23,0
3126,2021-07-24,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.44,0
3127,2021-07-25,00:00.0,23.3102,0.0583164,0.131964,0.172203,0.25488,0.308991,0.466497,0.475586,0.529517,0.536706,0,4.62,0.551004
3128,2021-07-26,00:00.0,0,0.0583164,0.131964,0.172203,0.25488,0.308991,0.466497,0.475586,0.529517,0.536706,0,4.61,0.551004
3129,2021-07-27,00:00.0,0.602849,0,0,0,0,0,0,0,0,0,0,4.59,0
3130,2021-07-28,00:00.0,4.42089,0,0,0,0,0,0,0,0,0,0,4.58,0
3131,2021-07-29,00:00.0,8.03799,0,0,0,0,0,0,0,0,0,0,4.58,0
3132,2021-07-30,00:00.0,7.43514,0,0,0,0,0,0,0,0,0,0,4.6,0
3133,2021-07-31,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.61,0
3134,2021-08-01,00:00.0,4.82279,0,0,0,0,0,0,0,0,0,0,4.59,0
3135,2021-08-02,00:00.0,7.63609,0,0,0,0,0,0,0,0,0,0,4.57,0
3136,2021-08-03,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.58,0
3137,2021-08-04,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.58,0
3138,2021-08-05,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.58,0
3139,2021-08-06,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.59,0
3140,2021-08-07,00:00.0,0.602849,0,0,0,0,0,0,0,0,0,0,4.62,0
3141,2021-08-08,00:00.0,17.8845,0.130614,0.316099,0.392325,0.584993,0.712824,1.09091,1.11297,1.24657,1.26539,0,4.64,1.29042
3142,2021-08-09,00:00.0,0.401899,0.130614,0.316099,0.392325,0.584993,0.712824,1.09091,1.11297,1.24657,1.26539,0,4.62,1.29042
3143,2021-08-10,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,4.62,0
3144,2021-08-11,00:00.0,12.057,0,0,0,0,0,0,0,0,0,0,4.59,0
3145,2021-08-12,00:00.0,1.2057,0,0,0,0,0,0,0,0,0,0,4.55,0
3146,2021-08-13,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.55,0
3147,2021-08-14,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.54,0
3148,2021-08-15,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.57,0
3149,2021-08-16,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.6,0
3150,2021-08-17,00:00.0,1.40665,0,0,0,0,0,0,0,0,0,0,4.61,0
3151,2021-08-18,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.62,0
3152,2021-08-19,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.63,0
3153,2021-08-20,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.62,0
3154,2021-08-21,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.63,0
3155,2021-08-22,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.65,0
3156,2021-08-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.27,0
3157,2021-08-24,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.13,0
3158,2021-08-25,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.99,0
3159,2021-08-26,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.94,0
3160,2021-08-27,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.66,0
3161,2021-08-28,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
3162,2021-08-29,00:00.0,4.42089,0,0,0,0,0,0,0,0,0,0,5.51,0
3163,2021-08-30,00:00.0,9.04274,0,0,0,0,0,0,0,0,0,0,5.51,0
3164,2021-08-31,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.44,0
3165,2021-09-01,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.64,0
3166,2021-09-02,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.62,0
3167,2021-09-03,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.62,0
3168,2021-09-04,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.62,0
3169,2021-09-05,00:00.0,5.02374,0,0,0,0,0,0,0,0,0,0,3.64,0
3170,2021-09-06,00:00.0,7.63609,0,0,0,0,0,0,0,0,0,0,3.65,0
3171,2021-09-07,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.67,0
3172,2021-09-08,00:00.0,41.9985,0.369794,0.965171,1.12321,1.68365,2.06669,3.2266,3.29382,3.70203,3.76717,0,3.69,3.86688
3173,2021-09-09,00:00.0,1.40665,0.601705,1.55648,1.82394,2.73173,3.3505,5.22021,5.3285,5.98572,6.08942,0,3.67,6.25102
3174,2021-09-10,00:00.0,1.10522,0.402028,1.01756,1.21276,1.81271,2.21895,3.43996,3.51059,3.9385,4.00412,0,3.64,4.11107
3175,2021-09-11,00:00.0,0,0.248186,0.603654,0.742225,1.10537,1.34829,2.07125,2.1131,2.36535,2.40233,0,3.65,2.46852
3176,2021-09-12,00:00.0,0,0.0780689,0.177401,0.230187,0.340742,0.413147,0.624917,0.637209,0.710555,0.720475,0,3.69,0.748241
3177,2021-09-13,00:00.0,3.21519,0,0,0,0,0,1.58E-05,1.58E-05,1.58E-05,1.58E-05,0,3.69,0.00715486
3178,2021-09-14,00:00.0,2.61235,0,0,0,0,0,1.81E-06,1.81E-06,1.81E-06,1.81E-06,0,3.71,0.000508212
3179,2021-09-15,00:00.0,9.24369,0,0,0,0,0,0,0,0,0,0,3.83,0
3180,2021-09-16,00:00.0,0.20095,0,0,0,0,0,0,0,0,0,0,3.79,0
3181,2021-09-17,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.73,0
3182,2021-09-18,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.71,0
3183,2021-09-19,00:00.0,0,0,0,0,0,0,0,0,0,0,0,3.86,0
3184,2021-09-20,00:00.0,0,0,0,0,0,0,0,0,0,0,0,4.11,0
3185,2021-09-21,00:00.0,0.803799,0,0,0,0,0,0,0,0,0,0,4.24,0
3186,2021-09-22,00:00.0,38.3814,0.57318,1.51597,1.74133,2.61116,3.21014,5.03388,5.13908,5.77777,5.88243,0.208363,4.31,6.02984
3187,2021-09-23,00:00.0,41.9985,2.17347,5.79057,6.61673,9.93001,12.2154,19.1836,19.5861,22.0311,22.4346,6.37565,4.22,22.994
3188,2021-09-24,00:00.0,1.80855,3.03008,8.09376,9.23133,13.8579,17.0511,26.7918,27.3547,30.7749,31.3408,19.6768,10,32.1208
3189,2021-09-25,00:00.0,0.401899,2.70722,7.23136,8.24773,12.3813,15.2343,23.9372,24.44,27.4959,28.0014,27.6887,23.5,28.6983
3190,2021-09-26,00:00.0,5.42564,2.43543,6.49912,7.4184,11.1355,13.7001,21.5214,21.9733,24.7193,25.1731,27.3372,37.5,25.7978
3191,2021-09-27,00:00.0,2.0095,2.1926,5.84489,6.67744,10.0223,12.3294,19.363,19.7694,22.2386,22.6462,25.0934,41,23.2063
3192,2021-09-28,00:00.0,0,1.94645,5.18765,5.92745,8.89644,10.9441,17.1867,17.5474,19.7388,20.1005,22.6009,35.4,20.5975
3193,2021-09-29,00:00.0,0,1.72653,4.60043,5.25736,7.8905,9.70645,15.2424,15.5623,17.5054,17.8261,20.1857,30.2,18.2666
3194,2021-09-30,00:00.0,0,1.54257,4.11026,4.69719,7.04977,8.67222,13.6183,13.9041,15.6402,15.9267,18.0329,21.9,16.3203
3195,2021-10-01,00:00.0,0,1.37821,3.67231,4.1967,6.29861,7.7482,12.1673,12.4226,13.9738,14.2297,16.1595,9.82,14.5814
3196,2021-10-02,00:00.0,0,1.13425,3.01376,3.45093,5.17764,6.36775,9.99398,10.2034,11.4752,11.6845,14.0803,5.68,11.9718
3197,2021-10-03,00:00.0,22.3054,1.49349,3.96629,4.54724,6.82393,8.39121,13.1628,13.4388,15.1154,15.3903,13.8175,5.69,15.7623
3198,2021-10-04,00:00.0,10.8513,2.09258,5.5604,6.3753,9.56922,11.7669,18.456,18.8432,21.1965,21.5817,17.3736,5.76,22.0969
3199,2021-10-05,00:00.0,0,1.95351,5.17649,5.94736,8.92433,10.9712,17.1977,17.558,19.7473,20.1046,20.1429,5.62,20.5788
3200,2021-10-06,00:00.0,0,1.55113,4.09041,4.71645,7.07374,8.6925,13.6115,13.896,15.6239,15.9043,18.7531,5.5,16.2743
3201,2021-10-07,00:00.0,0,1.19163,3.12005,3.61669,5.42033,6.65657,10.4075,10.6242,11.9397,12.1516,15.4506,5.49,12.4286
3202,2021-10-08,00:00.0,0,0.870428,2.25309,2.63412,3.94309,4.83757,7.5448,7.70102,8.64817,8.79876,12.0655,5.56,8.99256
3203,2021-10-09,00:00.0,7.03324,0.64773,1.64167,1.94873,2.91033,3.56422,5.53504,5.64835,6.33377,6.4403,9.16713,5.52,6.57193
3204,2021-10-10,00:00.0,0.20095,0.44876,1.09541,1.33637,1.98762,2.42654,3.73942,3.81439,4.26597,4.33314,6.8345,5.54,4.40921
3205,2021-10-11,00:00.0,0,0.210589,0.463875,0.609088,0.895027,1.08399,1.63788,1.6687,1.85027,1.87457,4.68667,5.53,1.8963
3206,2021-10-12,00:00.0,0,0.0501258,0.0881436,0.13621,0.194725,0.232047,0.336494,0.341821,0.37057,0.373397,2.81368,5.53,0.373397
3207,2021-10-13,00:00.0,0,0,0,0,0,0,0,0,0,0,1.56581,5.56,0
3208,2021-10-14,00:00.0,0,0,0,0,0,0,0,0,0,0,0.916141,5.57,0
3209,2021-10-15,00:00.0,0.803799,0,0,0,0,0,0,0,0,0,0.608697,5.58,0
3210,2021-10-16,00:00.0,7.23419,0,0,0,0,0,0,0,0,0,0.416374,5.59,0
3211,2021-10-17,00:00.0,3.01425,0,0,0,0,0,0,0,0,0,0.272322,5.56,0
3212,2021-10-18,00:00.0,4.01899,0,0,0,0,0,0,0,0,0,0.174001,5.57,0
3213,2021-10-19,00:00.0,0,0,0,0,0,0,0,0,0,0,0.116112,5.54,0
3214,2021-10-20,00:00.0,0,0,0,0,0,0,0,0,0,0,0.0631765,10.1,0
3215,2021-10-21,00:00.0,0.502374,0,0,0,0,0,0,0,0,0,0.0157497,16.8,0
3216,2021-10-22,00:00.0,4.21994,0,0,0,0,0,0,0,0,0,0,16.1,0
3217,2021-10-23,00:00.0,0,0,0,0,0,0,0,0,0,0,0,9.39,0
3218,2021-10-24,00:00.0,0,0,0,0,0,0,0,0,0,0,0,5.21,0
3219,2021-10-25,00:00.0,8.23894,0.0884442,0.217612,0.262316,0.389723,0.476428,0.737578,0.752329,0.840989,0.854656,0.0814216,5.15,0.869942
3220,2021-10-26,00:00.0,22.7073,0.853652,2.24219,2.58862,3.8788,4.76571,7.46227,7.61766,8.56032,8.71365,1.80895,5.33,8.91342
3221,2021-10-27,00:00.0,0.803799,1.44888,3.83344,4.40473,6.60639,8.12154,12.7329,12.9992,14.6162,14.8806,6.86835,5.28,15.2299
3222,2021-10-28,00:00.0,0,1.24442,3.28715,3.7814,5.67046,6.97001,10.9239,11.1522,12.5381,12.7643,11.1861,5.28,13.0626
3223,2021-10-29,00:00.0,0,1.06174,2.79906,3.22448,4.83426,5.94118,9.30774,9.50202,10.6814,10.8736,11.7672,14.4,11.1262
3224,2021-10-30,00:00.0,6.43039,1.06602,2.80491,3.23584,4.85029,5.95987,9.33318,9.5278,10.709,10.9011,11.3417,18.2,11.1519
3225,2021-10-31,00:00.0,1.6076,1.06985,2.81014,3.24598,4.86461,5.97657,9.35592,9.55084,10.7337,10.9257,11.2179,18.6,11.1748
3226,2021-11-01,00:00.0,1.00475,0.90577,2.37288,2.74611,4.11428,5.05359,7.90679,8.07129,9.06924,9.2308,10.5911,18.5,9.43959
3227,2021-11-02,00:00.0,0,0.725255,1.88886,2.19522,3.28677,4.03516,6.30582,6.4366,7.22951,7.35712,9.19618,18.3,7.52047
3228,2021-11-03,00:00.0,0,0.591046,1.53093,1.78626,2.67285,3.27993,5.11989,5.22576,5.86729,5.96995,7.69044,19.9,6.10018
3229,2021-11-04,00:00.0,0,0.486283,1.25281,1.46745,2.19449,2.6917,4.19705,4.2836,4.80767,4.89106,6.39813,20,4.99587
3230,2021-11-05,00:00.0,0,0.403281,1.03349,1.21519,1.8162,2.22671,3.46826,3.53957,3.97116,4.03945,5.32894,19.1,4.12448
3231,2021-11-06,00:00.0,0,0.327003,0.831708,0.9833,1.4684,1.79914,2.79797,2.85526,3.20173,3.25611,4.4412,11,3.32288
3232,2021-11-07,00:00.0,0,0.244014,0.610588,0.730488,1.08892,1.33235,2.06512,2.10703,2.36001,2.39899,3.629,6.07,2.44535
3233,2021-11-08,00:00.0,0,0.156842,0.377185,0.464564,0.689536,0.840885,1.29275,1.3184,1.47256,1.49519,2.79419,6.09,1.51972
3234,2021-11-09,00:00.0,0,0.0736556,0.157589,0.210931,0.308712,0.373115,0.561116,0.571441,0.631825,0.63966,2.0055,6.11,0.646291
3235,2021-11-10,00:00.0,5.42564,0.0970098,0.230928,0.285395,0.422477,0.515107,0.791938,0.807494,0.9001,0.914055,1.47651,6.12,0.929678
3236,2021-11-11,00:00.0,0,0.116514,0.289172,0.347475,0.517245,0.632556,0.979546,0.999298,1.11833,1.13662,1.2736,6.14,1.15717
3237,2021-11-12,00:00.0,7.03324,0.196367,0.503648,0.590274,0.8821,1.08187,1.68713,1.72188,1.93227,1.96586,1.37909,6.15,2.00762
3238,2021-11-13,00:00.0,0.803799,0.267711,0.695272,0.807203,1.20808,1.48332,2.31931,2.36747,2.65948,2.70674,1.77535,6.17,2.76711
3239,2021-11-14,00:00.0,2.0095,0.188614,0.482016,0.565696,0.845101,1.03632,1.61556,1.64884,1.85032,1.88247,1.995,6.19,1.92244
3240,2021-11-15,00:00.0,2.0095,0.147083,0.368163,0.437072,0.651341,0.79763,1.23986,1.26521,1.41854,1.44274,1.86359,6.21,1.47218
3241,2021-11-16,00:00.0,0,0.116337,0.283944,0.341706,0.507684,0.620708,0.961611,0.981114,1.0989,1.11726,1.62613,6.2,1.13905
3242,2021-11-17,00:00.0,0.602849,0.0854725,0.202864,0.248511,0.368042,0.44905,0.692396,0.706261,0.789795,0.802516,1.35046,6.2,0.816885
3243,2021-11-18,00:00.0,6.43039,0.224597,0.58429,0.677607,1.01411,1.24532,1.94794,1.98838,2.23357,2.27336,1.42777,6.2,2.32425
3244,2021-11-19,00:00.0,3.01425,0.3922,1.03455,1.19049,1.7843,2.19315,3.43763,3.50927,3.94378,4.01487,2.15509,12.5,4.1065
3245,2021-11-20,00:00.0,0,0.379484,0.994642,1.1494,1.72123,2.11458,3.31081,3.37952,3.79591,3.86371,2.98581,20.2,3.94975
3246,2021-11-21,00:00.0,0.602849,0.324821,0.849505,0.983181,1.47193,1.80798,2.82957,2.88822,3.24352,3.30126,3.32291,21.4,3.3742
3247,2021-11-22,00:00.0,5.82754,0.457527,1.20382,1.38757,2.07898,2.55485,4.00282,4.08611,4.5911,4.67357,3.69682,21.2,4.77938
3248,2021-11-23,00:00.0,4.01899,0.584268,1.54287,1.774,2.65921,3.26885,5.12487,5.23174,5.88008,5.98627,4.60239,18.5,6.12371
3249,2021-11-24,00:00.0,0,0.522014,1.37848,1.58498,2.37587,2.92055,4.57882,4.6743,5.25355,5.34843,5.24001,16.3,5.47122
3250,2021-11-25,00:00.0,2.4114,0.468026,1.23458,1.41988,2.12774,2.61545,4.10069,4.18613,4.70442,4.78945,5.20865,15.7,4.8995
3251,2021-11-26,00:00.0,2.0095,0.621316,1.64617,1.89129,2.84258,3.49453,5.47316,5.5881,6.28431,6.39711,5.49845,16.2,6.54455
3252,2021-11-27,00:00.0,0,0.75664,2.01092,2.3087,3.47624,4.27386,6.68964,6.83081,7.68523,7.82258,6.51241,16,8.00307
3253,2021-11-28,00:00.0,4.01899,0.67602,1.79665,2.06271,3.10584,3.81847,5.97685,6.10299,6.86636,6.98908,7.12314,20,7.15034
3254,2021-11-29,00:00.0,5.02374,0.60399,1.60522,1.84293,2.77491,3.41161,5.34002,5.45271,6.13475,6.24439,6.92016,18.2,6.38847
3255,2021-11-30,00:00.0,2.61235,0.539634,1.43418,1.64656,2.47925,3.04811,4.77104,4.87172,5.48109,5.57905,6.41976,14.6,5.70778
3256,2021-12-01,00:00.0,1.00475,0.482136,1.28137,1.47112,2.21508,2.72333,4.26268,4.35264,4.89708,4.9846,5.83671,11.5,5.09961
3257,2021-12-02,00:00.0,7.03324,0.62793,1.68367,1.92264,2.89822,3.56546,5.58867,5.70723,6.42595,6.54211,5.86575,11.5,6.69657
3258,2021-12-03,00:00.0,0,0.978744,2.63214,3.00456,4.53807,5.58305,8.74411,8.93057,10.06,10.2409,7.47478,11.5,10.4827
3259,2021-12-04,00:00.0,0,1.08311,2.90795,3.32634,5.0289,6.18537,9.67569,9.88235,11.1324,11.3308,9.64893,16.7,11.5958
3260,2021-12-05,00:00.0,0,0.943164,2.53567,2.89779,4.38327,5.39183,8.43493,8.6153,9.7058,9.8787,10.3905,21.2,10.1096
3261,2021-12-06,00:00.0,24.3149,1.98193,5.33798,6.08169,9.17755,11.2935,17.7075,18.0846,20.3712,20.7406,14.0515,21.1,21.2381
3262,2021-12-07,00:00.0,3.61709,3.00509,8.09487,9.21944,13.9044,17.1109,26.8402,27.4112,30.8769,31.4388,23.3877,21.2,32.1974
3263,2021-12-08,00:00.0,0,2.76734,7.45585,8.49265,12.8115,15.7658,24.7262,25.2525,28.4468,28.9639,29.2175,31.1,29.6619
3264,2021-12-09,00:00.0,2.61235,2.47248,6.66142,7.58776,11.4465,14.0859,22.0916,22.5619,25.4158,25.8778,28.3115,40.9,26.5014
3265,2021-12-10,00:00.0,3.01425,2.20903,5.95165,6.77928,10.2268,12.5851,19.7377,20.1579,22.7078,23.1205,25.745,42.9,23.6777
3266,2021-12-11,00:00.0,20.5973,2.84992,7.69924,8.75341,13.2038,16.2521,25.5076,26.0511,29.3523,29.889,26.8572,30.8,30.6165
3267,2021-12-12,00:00.0,1.00475,3.40923,9.22409,10.4764,15.8021,19.4526,30.5429,31.1938,35.151,35.7958,32.3587,27,36.6721
3268,2021-12-13,00:00.0,0,3.19368,8.63732,9.81632,14.8119,18.2323,28.615,29.2253,32.9337,33.5362,34.9446,48.3,34.3546
3269,2021-12-14,00:00.0,0,3.15713,8.44881,9.70978,14.616,17.9677,28.1241,28.7205,32.3578,32.9424,34.1655,63.8,33.7311
3270,2021-12-15,00:00.0,0.401899,2.9667,7.85914,9.12332,13.6929,16.8131,26.2637,26.8168,30.2036,30.745,32.8509,54.8,31.4708
3271,2021-12-16,00:00.0,0.602849,2.68233,7.12074,8.23081,12.3461,15.1667,23.7333,24.2323,27.2852,27.7795,30.4548,40.2,28.4443
3272,2021-12-17,00:00.0,0,2.4502,6.53399,7.48444,11.2127,13.7885,21.6567,22.1107,24.8814,25.3422,27.8044,34.9,25.9625
3273,2021-12-18,00:00.0,0,2.20345,5.89344,6.70856,10.0416,12.3571,19.4588,19.8656,22.3455,22.765,25.2828,22.8,23.3279
3274,2021-12-19,00:00.0,6.02849,1.95092,5.21776,5.93724,8.88629,10.9359,17.2236,17.5835,19.7776,20.1487,22.701,16.6,20.6461
3275,2021-12-20,00:00.0,0,1.73613,4.64276,5.28334,7.90739,9.73113,15.326,15.6461,17.5983,17.9285,20.2693,16.5,18.371
3276,2021-12-21,00:00.0,0,1.55114,4.14807,4.7204,7.06486,8.69428,13.693,13.979,15.7232,16.0182,18.1252,12,16.4136
3277,2021-12-22,00:00.0,1.00475,1.37729,3.68247,4.19105,6.27234,7.71887,12.1565,12.4104,13.9587,14.2205,16.2089,9.53,14.5714
3278,2021-12-23,00:00.0,1.00475,1.22195,3.26649,3.7181,5.56427,6.84739,10.7837,11.0089,12.3821,12.6144,14.4597,9.58,12.9255
3279,2021-12-24,00:00.0,7.03324,1.09175,2.91844,3.32194,4.97139,6.11779,9.63472,9.83594,11.0628,11.2703,12.922,7.55,11.5483
3280,2021-12-25,00:00.0,10.4494,0.970995,2.59528,2.95436,4.42116,5.44062,8.56812,8.74704,9.83799,10.0225,11.5675,5.97,10.2696
3281,2021-12-26,00:00.0,0.502374,1.00044,2.67525,3.04983,4.5741,5.62784,8.8488,9.03449,10.1646,10.3531,10.7999,5.87,10.6055
3282,2021-12-27,00:00.0,0,1.01789,2.72235,3.10793,4.66976,5.74457,9.0197,9.20973,10.3644,10.5547,10.7234,12.5,10.8094
3283,2021-12-28,00:00.0,1.00475,0.892553,2.38582,2.72487,4.094,5.03603,7.90622,8.07275,9.08456,9.25117,10.3377,14.3,9.47409
3284,2021-12-29,00:00.0,2.0095,0.790247,2.11179,2.41238,3.62441,4.45828,6.99876,7.14616,8.04169,8.18912,9.43722,13.1,8.3863
3285,2021-12-30,00:00.0,0,0.692202,1.84868,2.11277,3.1741,3.90415,6.12804,6.25707,7.04092,7.16988,8.44435,10.4,7.34222
3286,2021-12-31,00:00.0,0,0.595474,1.58848,1.81702,2.72948,3.3569,5.26767,5.37852,6.05185,6.16249,7.43846,10.8,6.31013
3287,2022-01-01,00:00.0,2.4114,0.626947,1.67786,1.91833,2.88718,3.55105,5.5682,5.68599,6.40113,6.51759,6.85959,12,6.67344
3288,2022-01-02,00:00.0,5.02374,0.763726,2.05194,2.34518,3.53937,4.3534,6.81816,6.96342,7.84445,7.98595,7.18353,10.6,8.17602
3289,2022-01-03,00:00.0,2.0095,0.77665,2.08801,2.38749,3.60702,4.43639,6.94348,7.09176,7.99057,8.13398,7.82075,9.66,8.32672
3290,2022-01-04,00:00.0,0,0.692269,1.86105,2.12809,3.21514,3.95438,6.18894,6.32111,7.12224,7.25005,7.85346,7.14,7.4218
3291,2022-01-05,00:00.0,0,0.614704,1.65229,1.88965,2.85495,3.51131,5.49517,5.61252,6.32382,6.43725,7.33678,5.71,6.58965
